,date,username,tweet,replies_count,retweets_count,likes_count,link,popularity
7577,2021-04-12,periodlstaperon,"@PatoBullrich No, Patricia. La vacuna china que inmuniza a medias es la Sinovac. Es la que compró Chile, que ustedes ponían como ejemplo, y la que compró tu amigo Bolsonaro en Brasil. Argentina aplica la vacuna Sinopharm. Dejá de hacer terrorismo para ganar votos.",59,348,2747,https://twitter.com/PERIODlSTAPERON/status/1381594088101847047,1051.3333333333333
112096,2021-04-12,mechivillagreen,@Sra_Velour Y encima nos facilitó la vacuna rusa. Es una información no oficial que inventé y elijo creer,5,38,2750,https://twitter.com/mechivillagreen/status/1381793735630061570,931.0
115196,2021-04-08,el_pais,🔴 ÚLTIMA HORA | Alemania negociará la compra de la vacuna rusa Sputnik V de forma bilateral  https://t.co/TLBjcpW33d  https://t.co/muWDfmuLIf,308,760,1521,https://twitter.com/el_pais/status/1380072250460798978,863.0
6516,2021-04-12,alfredocornejo,Junto a otros Diputados de @juntoscambioar hemos solicitado al poder ejecutivo que brinde información sobre la efectividad de la vacuna china #Sinopharm  https://t.co/XjnzCvmAsv,590,569,1216,https://twitter.com/alfredocornejo/status/1381731631963254784,791.6666666666666
6546,2021-04-12,nicoolsze,"No saben la cantidad de gente que me escribe por Instagram contándome que gente querida está angustiadísima porque le dieron la vacuna china, o directamente canceló su turno. Clarín hace terrorismo sanitario.",49,447,1868,https://twitter.com/NicoOlsze/status/1381727018673397765,788.0
6616,2021-04-12,bestiario123,Tio que se iba a vacunar hoy me acaban de avisar que no se fue a vacunar porque le dio miedo todo lo que escucho de la vacuna china. A quien denuncio y meten en cana si se enferma? Quiero culpables hijos de mil putas eh. Quiero culpables.,69,419,1832,https://twitter.com/Bestiario123/status/1381712283915710473,773.3333333333334
6705,2021-04-12,hal______,"El mismo día, un diputado de Cambiemos confundió vacuna con ganado vacuno y Pato Bullrich equivocó la vacuna china que compró el gobierno argentino con otra distinta que se aplicó en Chile y Brasil. Imposible saber si el macrismo nos quiere matar de pánico o de risa.",21,298,1829,https://twitter.com/HaL______/status/1381692473802645513,716.0
9258,2021-04-11,miguelm_barrios,"Efectividad de la vacuna china dicen que es del 50%, pero esto es sólo para evitar enfermedad leve. Evita en un 100% la forma severa. Enfocarse en sólo el 50% es un error, el objetivo de la vacuna es evitar muertes y saturación de los hospitales. Eso LO CUMPLE.*  https://t.co/TYU9IGVFND",16,410,1521,https://twitter.com/miguelm_barrios/status/1381267266608758788,649.0
6603,2021-04-12,marioraulnegri,"Pedido de informes al Ejecutivo sobre la decisión de diferir la segunda dosis de la vacuna china #Sinopharm, ya que aún no hay evidencia científica disponible que permita modificar los esquemas de vacunación que habían sido establecidos originariamente por los laboratorios 👇  https://t.co/ABpdsnd69A",81,577,1252,https://twitter.com/marioraulnegri/status/1381714897441075206,636.6666666666666
8728,2021-04-11,nicoolsze,"O sea que la opereta de Clarín es triplemebte trucha: primero, porque omite decir que la vacuna china de la que se habla no es la que se aplica en Argentina. Segundo, porque omite decir que es la de Chile, cuya campaña adoran. Tercero, porque aún así, la vacuna parece servir.",18,320,1550,https://twitter.com/NicoOlsze/status/1381392687300026371,629.3333333333334
110580,2021-04-15,luchaalmada,Celebramos la llegada del cuarto lote de la vacuna rusa Sputnik-V para continuar la atención del personal sanitario y adultos mayores. También recibimos el antiviral Favipiravir para atender a 25 mil pacientes  https://t.co/Uzp3OeGskf,21,1417,437,https://twitter.com/luchaalmada/status/1382880334358921221,625.0
4466,2021-04-14,matiasbruales,Parece que la vacuna china no servini ni cubría (perdón),57,179,1638,https://twitter.com/matiasbruales/status/1382464195061559300,624.6666666666666
114754,2021-04-08,cmonterooficial,ÚLTIMA HORA | Alemania negociará la compra de la vacuna rusa Sputnik V de forma bilateral  https://t.co/jLs9G4NrlZ,30,761,924,https://twitter.com/CMonteroOficial/status/1380175155721306112,571.6666666666666
5758,2021-04-13,nicoolsze,"Ustedes fíjense: Lanata, el grupo Clarín in toto y los Diputados de JxC coinciden exactamente en repetir el mismo ""error"" sobre la vacuna china. Pero a mí me explicaron que yo era conspiranoico por sostener que la línea editorial de ciertos medios la fija la embajada de EEUU.",74,298,1328,https://twitter.com/NicoOlsze/status/1381947913383870464,566.6666666666666
6374,2021-04-12,ursuvargues,Lanata sabe q la vacuna China Sinovac es la q menos respuesta tiene. (La q compró Chile) No lo dice. También sabe q la Argentina compró la Sinopharm q  tiene un 70% de eficiencia. No es un estúpido.  Es un mercenario.,70,321,1056,https://twitter.com/ursuvargues/status/1381756565712216068,482.3333333333333
5464,2021-04-13,antobartolozzi,"Hay testimonios de personas mayores que rechazaron ser vacunados al enterarse que les aplicaban ""la vacuna china"". Lo que hace nuestro periodismo es, lisa y llanamente, terrorismo. Atentan contra la salud pública ¡en medio de una pandemia! y salen impunes.",6,245,1194,https://twitter.com/AntoBartolozzi/status/1382005490973032454,481.6666666666667
7827,2021-04-12,juanangelmeran1,"Si es cierto, que la vacuna China, no funciona correctamente, creo que el responsable de su compra, ya debe tener que dar la cara o renunciar!!!   @carlavizzotti",49,466,929,https://twitter.com/juanangelmeran1/status/1381563667515334656,481.3333333333333
110807,2021-04-15,mippcivzla,"#EnFotos 📸 | Min. para la Salud, @AlvaradoC_Salud recibió la madrugada de este Jueves un nuevo lote de la vacuna rusa #SputnikV, gracias a la alianza estratégica Rusia - Venezuela. 50 mil dosis para continuar la lucha contra la Pandemia de la #COVID19. #FlexibilizaciónConsciente  https://t.co/lTZ5QEC7ye",4,1292,143,https://twitter.com/Mippcivzla/status/1382724561536421888,479.6666666666667
7590,2021-04-12,sergiochouza,"Pero Patricia, si hasta hace 2 meses elogiabas la estrategia de Chile, que vacunó 80% en base a la vacuna China, ¿qué decís? 🤨  https://t.co/6YElbHgMtH",57,339,1042,https://twitter.com/SergioChouza/status/1381593113123246080,479.3333333333333
112752,2021-04-11,loderaulo,Cristina entregó al pueblo argentino como cobayos para probar la vacuna rusa.,68,442,921,https://twitter.com/loderaulo/status/1381304640902475783,477.0
5437,2021-04-13,ar_unida,"𝗙𝗿𝗲𝗻𝘁𝗲 𝗮 𝗹𝗮 𝗱𝗲𝘀𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝗰𝗶𝗼́𝗻: 𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝗰𝗶𝗼́𝗻.  Algunos medios de comunicación instalaron dudas sobre “la vacuna china”, sin hacer las aclaraciones pertinentes.   Así que las vamos a hacer nosotros en este hilo 👇🏼",19,487,872,https://twitter.com/Ar_Unida/status/1382010924551262214,459.3333333333333
8394,2021-04-11,siripoci,China diseminó el virus Entregó barbijos vencidos Mintió los orígenes del virus Asesinó a todos los q alertaron sobre el virus. Los chinos vencieron al virus sin vacuna Venden vacunas inocuas. Depredan nuestros mares Base en Patagonia misteriosa Te darías vacuna China?,110,524,731,https://twitter.com/siripoci/status/1381421580069265409,455.0
112886,2021-04-11,petraysabelina,"El protector del estado Nueva Esparta, Dante Rivas, informó sobre el arribo a la región del tercer lote de 900 dosis de la vacuna rusa Sputnik V contra la COVID-19.   #RebeldíaBicentenaria @NicolasMaduro  https://t.co/D1CegvaPxu",3,1226,93,https://twitter.com/PetraYsabelina/status/1381196184694456326,440.6666666666667
6907,2021-04-12,marcelopuella,"Hola @PatoBullrich . Te cuento: 1. No hay vacunas Pfizer porque no entregamos soberanía 2. La vacuna china cuestionada es la Sinovac que compraron Chile, Uruguay y Brasil, elogiados por ustedes 3. Argentina aplica Sinopharm (79,4% de eficacia)  ¿Se entiende o te hago un dibujito?  https://t.co/1TRb0n7CzU",57,466,792,https://twitter.com/marcelopuella/status/1381661322987855878,438.3333333333333
5812,2021-04-13,alfred0leuc0,"Cristina trajo una vacuna china que si anda, pero con nombre parecido a la que no anda, para desacreditar al periodismo, que no puede andar diferenciando chinos. Por favor Cristina, eso no se hace.",86,259,964,https://twitter.com/Alfred0Leuc0/status/1381935811520819202,436.3333333333333
7190,2021-04-12,rosariovillalb,"Sinopharm es la vacuna china que compró Argentina que tiene un 80% de eficacia. Sinovac es la vacuna china que compro Chile, la que menos demanda tiene, con poco más de 50% de efectividad. Lo que hace Juntos por el Cambio es un atentado a la salud de los argentinos.",1,216,1074,https://twitter.com/rosariovillalb/status/1381631445161086977,430.3333333333333
7596,2021-04-12,bestiario123,Saben como funcionan estos hijos de la re mil mierda? Mi vieja el jueves: Estoy feliz me vacunaron con la vacuna china que tranquilidad. Recien mi vieja: Estoy con miedo y desilucionada la vacuna china tiene menos del 50% de efectividad.  Media hora tratando de que entienda.,49,217,1023,https://twitter.com/Bestiario123/status/1381592805160669186,429.6666666666667
6821,2021-04-12,mayrasmendoza,"Como dijo Máximo, cordura donde la oposición ofrece locura.  1) Estamos en la 2da Ola COVID, hay que reforzar los cuidados.  2) La vacuna China que menciona NO se compró en Argentina. Compramos Sinopharm NO Sinovac.  Desde el Macrismo buscan que haya más muertos, basta por favor!",381,242,662,https://twitter.com/mayrasmendoza/status/1381672261623672838,428.3333333333333
110319,2021-04-16,taniapsuv,⚕️ La vacuna rusa Sputnik V no rebela ni un solo caso de trombosis. El instituto Gamaleya sigue dictando cátedra  y  ofrece su tecnología a otros fabricantes. •La Unión Europea no ha autorizado aún el uso de la vacuna más segura del mundo y sin ningún argumento de peso.  https://t.co/GmC8mykMd6,26,790,431,https://twitter.com/taniapsuv/status/1383159408268558336,415.6666666666667
8125,2021-04-12,martincarrizo_,"Más allá de lo improbable de que el fallecimiento de Mauro Viale esté relacionado c/ la vacuna Sinopharm, no entiendo como el Ministerio de Salud, aún no salió a anunciar la interrupción de la vacuna china. Al menos hasta que se evalúe el caso.  Eso haría un país serio.",112,296,834,https://twitter.com/martincarrizo_/status/1381444183177764867,414.0
110517,2021-04-16,yulitzaguerrera,#BarrioAdentro18Años #BeatificacionJGH Llego el cuarto lote de la vacuna rusa Sputnik-V para continuar la atención del personal sanitario y adultos mayores. También recibimos el antiviral Favipiravir Amen  https://t.co/CDyVXBxWYU,4,1003,142,https://twitter.com/YulitzaGuerrera/status/1382972642303557632,383.0
111001,2021-04-15,jriobovtv,Esta madrugada a las 4:30 arribaron a nuestro país 50 mil dosis de la vacuna rusa Sputnik V para concluir la atención a médicos y adultos mayores. Además de un millón de tabletas de Favipiravir que serán aplicadas a 25 mil pacientes  https://t.co/xtKIItzw1R,41,745,314,https://twitter.com/JRioboVTV/status/1382628403216580610,366.6666666666667
110930,2021-04-15,erikaosanoja,"Esta madrugada llegaron a #Venezuela 50 mil nuevas dosis de la vacuna rusa #SputnikV y un lote del antiviral ruso #Favipinavir, con los que el Gobierno Bolivariano atenderá a pacientes con #Covid_19.  https://t.co/bX0YssQn6n",11,653,425,https://twitter.com/ErikaOSanoja/status/1382675835686170634,363.0
3707,2021-04-16,gorka_orive,"Hace unas horas, el gobierno de Chile ha ofrecido datos sobre la efectividad de vacuna china Sinovac. Una eficacia que oscila entre el 67% y 89% de protección frente a síntomas, hospitalización e incluso muerte.  https://t.co/hQuWiMBtFc",26,347,715,https://twitter.com/gorka_orive/status/1383136336903876617,362.6666666666667
111786,2021-04-13,santosjorgeh,"Antonella, en las playas de Miami   La joven de 24 años, con domicilio legal en Merlo (PBA), recibió la primera dosis de la vacuna rusa el pasado 9 de abril, en el Hospital Provincial Héroes de Malvinas.  https://t.co/ltFSo0hLvE",131,385,557,https://twitter.com/santosjorgeh/status/1382026828337049607,357.6666666666667
10726,2021-04-08,tartutv,"La última vez q estuve en Intratables algunos se me enojaron porq dije q la vacuna china q compró Chile, la Sinovac, era falopa. Bueno, ahora hicieron estudios allá. Con 2 dosis, apenas llegan al 56% d eficacia. Y con la 1era dosis SOLO el 3%. Por eso vacunan pero están en fase 1",60,211,796,https://twitter.com/TartuTV/status/1380177459774128131,355.6666666666667
110967,2021-04-15,jorgepsuvr,"📰 Esta madrugada arribó a Vzla un avión proveniente de la hermana República Rusa con 50 mil dosis de la vacuna rusa Sputnik V y un millón de tabletas de Favipiravir, antiviral, que serán aplicadas a 25 mil pacientes como tratamiento para la COVID-19  #FlexibilizaciónConsciente  https://t.co/DjNE1tcJzV",4,960,100,https://twitter.com/JorgePsuvR/status/1382658437037821957,354.6666666666667
8661,2021-04-11,javierlanari,"Pedro Cahn sobre la vacuna china: ""No sacaría conclusiones de la efectividad de una vacuna que estamos aplicando basadas en un recorte un periodístico"". Una duda: por qué tanto interés del infectólogo en defender a Sinopharm?",130,280,648,https://twitter.com/javierlanari/status/1381401164281954308,352.6666666666667
110512,2021-04-16,mariaca84386191,"#BarrioAdentro18Años  Este jueves, arribó al Aeropuerto Internacional ""Simón Bolívar"" de Maiquetía, un nuevo cargamento con 50 mil dosis de la vacuna rusa Sputnik-V.  Juntos Venceremos @NicolasMaduro @mauricio88ca @beatriz24544893  https://t.co/I642O7H3P2",2,868,83,https://twitter.com/mariaca84386191/status/1382985777307607040,317.6666666666667
9401,2021-04-11,xmilianx_,lpm a mi abuela ya le dieron la vacuna china y tiene efectos secundarios por ejemplo desenchufa la heladera antes de irse a dormir,14,16,873,https://twitter.com/xmilianx_/status/1381134044411408385,301.0
114175,2021-04-09,gandalf_ffffff,¿Os fiáis de una vacuna rusa?,505,49,347,https://twitter.com/Gandalf_FFFFFF/status/1380392180230012929,300.3333333333333
8320,2021-04-11,julius16445255,Hola. Conocen a gente que se haya vacunada con la vacuna China?. Qué onda?. Me cuentan si tuvieron algún efecto adverso... Gracias!,497,102,292,https://twitter.com/Julius16445255/status/1381426075616620547,297.0
112509,2021-04-12,pascual_serrano,"¿""Se pudo fabricar vulnerando derechos""? Estamos consumiendo ropa, juguetes y electrónica producido todo en situación de semiesclavitud en el sudeste asiático y ahora dicen que no es ético que nos vacunemos con la vacuna rusa.",23,315,539,https://twitter.com/pascual_serrano/status/1381540512893657092,292.3333333333333
8502,2021-04-11,lafm,Llegaron al país otras 500.000 dosis de la vacuna china de Sinovac  https://t.co/VNDcjjGzg2,22,167,665,https://twitter.com/lafm/status/1381414112928890880,284.6666666666667
110957,2021-04-15,vicevenezuela,"#EnFotos || Gracias a la alianza estratégica Rusia - Venezuela arribó este jueves #15Abr al Aeropuerto Internacional ""Simón Bolívar"" de Maiquetía un nuevo lote de la vacuna rusa #SputnikV, con 50 mil dosis para continuar la lucha contra la Pandemia de la #COVID19.  https://t.co/thT2gpZfo1",18,574,261,https://twitter.com/ViceVenezuela/status/1382665902383112194,284.3333333333333
10630,2021-04-08,alfredoferrerod,@MartinVizcarraC A ti te espera la cárcel y el infierno por Genocida ... te vacunaste y los peruanos mueren por tu culpa .... no compraste una sola Vacuna ... cual es tu arreglo con la Vacuna China?,60,136,590,https://twitter.com/alfredoferrerod/status/1380216726630100992,262.0
6497,2021-04-12,lubrio,Un estudio preliminar indica que la vacuna CoronaVac (vacuna china) neutraliza a las nuevas variantes P.1 y P.2 del SARS-CoV-2  https://t.co/AM8dpYLZAH,5,384,385,https://twitter.com/lubrio/status/1381736468415197186,258.0
9212,2021-04-11,canillitadeba,Resulta q la vacuna China es como una aspirina.,46,149,561,https://twitter.com/Canillitadeba/status/1381272970774122502,252.0
9662,2021-04-10,tia_marak,"no puedo creer q todavía a estas alturas exista gente que no se quiere vacunar con la vacuna china porque tiene “””menos efectividad””” que las otras???!! wn yo con cualquier wea que me pongan, estaría feliz! incluso si tiene un chip que me rastree🤪🤪🤪",9,49,693,https://twitter.com/tia_marak/status/1380894118885396482,250.33333333333334
6707,2021-04-12,lulipop07,"Tienen mil temas para polemizar, pero eligen crear incertidumbre y miedo sobre un tema tan delicado como las vacunas. Ademas critican la vacuna china y al mismo tiempo elogian la vacunacion en Chile, que esta vacunando con Sinovac. Una locura todo.",44,69,634,https://twitter.com/lulipop07/status/1381692258156707848,249.0
9250,2021-04-11,winston_dunhill,"""La vacuna china de Sinopharm es particularmente cara, cuesta 30 dólares la dosis, quiero aclarar que nos han mejorado el precio y la pagamos 20 dólares"" (Chirola, 07/02)2021). #AndateChirola  https://t.co/OEK1UxbgW8",24,280,429,https://twitter.com/Winston_Dunhill/status/1381268272029569028,244.33333333333334
6560,2021-04-12,lainca_,Ya les explicaron mil veces lo de Pfizer y ya les explicaron mil veces lo de la vacuna china pero lo siguen repitiendo con Bullrich de vocera. Con la gente que vive en la caverna y hace chorizos en el fueguito pensando que las sombras son payadores no se puede hacer demasiado,9,59,650,https://twitter.com/LaInca_/status/1381723780339339264,239.33333333333334
112406,2021-04-12,diesampayo,"La vacuna rusa envenena. La china no inmuniza. AstraZéneca te mata.  El presidente rechazó 4 millones de dosis de Pfizer de regalo porque comunismo.   Me parece que la oposición se planteó volver al poder a través de la mentira, la muerte y el caos general.",15,108,594,https://twitter.com/DieSampayo/status/1381599686444912645,239.0
8611,2021-04-11,susiheidi,"Mauro Viale se vacunó hace 4 dias con la vacuna china hace 48 horas dio positivo y hoy  fallece ,, Me pregunto si la vacuna no fue la responsable, mi hija es médica y el jueves se la dieron ya estoy preocupada",89,149,469,https://twitter.com/susiheidi/status/1381407854431760384,235.66666666666666
7058,2021-04-12,diegowainstein,"A ver si entiendo. Hace un mes la líder de Juntos por el cambio se congratulaba de la vacunación chilena. Hoy insiste con que la vacuna China que se da en chile no sirve, y mete en la misma bolsa a la de Sinopharm que se da acá, que si sirve. Sáquenle la botella. Hace mucho daño.",14,155,527,https://twitter.com/diegowainstein/status/1381643733209333765,232.0
111883,2021-04-13,mision_verdad,La Sputnik V acaba de ser aprobada por Covax para su distribución. Es de suponer que el Gobierno Bolivariano optaría por adquirir más dosis de la vacuna rusa a través de dicho esquema  https://t.co/ih0lm3cFh1  https://t.co/Q2a4br1kbO,5,394,289,https://twitter.com/Mision_Verdad/status/1381985536856965128,229.33333333333334
7613,2021-04-12,victocampo,"@PatoBullrich Que bruta sos pato... la vacuna China que no sirve es la que compraron Chile y Uruguay, NO LA QUE COMPRARON EN ARGENTINA.  BURRA",25,35,595,https://twitter.com/VictOcampo/status/1381591396864364549,218.33333333333334
113256,2021-04-10,kerubbin,"@GerardoGArdoy 1. La vacuna rusa que el Gobierno del PSOE finalmente va a comprar. 2. El hospital Zendal no necesita quirófanos, es para la pandemia. 3. Inoperancia de la gestión.. SEPE. 4. El PSOE ha estado 2 años con los presupuestos de Rajoy. 5. La gestión del PSOE: 80.000 muertos y -18% PIB",14,115,521,https://twitter.com/Kerubbin/status/1380869474367201284,216.66666666666666
114889,2021-04-08,libertaddigital,"Isabel Díaz Ayuso ha asegurado que si la vacuna rusa Sputnik ""funciona"" y ""todo es legal"", se ve ""obligada"" a adquirirla porque un dirigente debe hacer ""todo aquello que por salvar vidas"".  https://t.co/tJCLMLY9Kb",23,131,492,https://twitter.com/libertaddigital/status/1380140262366797825,215.33333333333334
112447,2021-04-12,juancristonomo,"A Alberto le dieron la vacuna rusa y se contagió. A Mauro Viale la china y se murió. Era la Pfizer, la que rechazaron para hacer diferencia con los rusos. El gobierno nacampopó y sus amigos siempre flojos de papeles nos van a liquidar a todos.",16,179,438,https://twitter.com/juancristonomo/status/1381576525632450567,211.0
111394,2021-04-14,embrusiamexico,"💉 La vacuna rusa #SputnikV, autorizada ya en 6⃣0⃣ países, donde viven más de 3 mil millones de personas! 👏  https://t.co/qC2CDmGQNi",14,133,443,https://twitter.com/EmbRusiaMexico/status/1382336539380748288,196.66666666666666
113851,2021-04-09,gobernoalem,Lo mismo Ayuso estuvo tanteando comprar la vacuna rusa para poder subcontratar más empresas privadas que pusieran las vacunas y estáis hablando por hablar.,6,96,458,https://twitter.com/GobernoAlem/status/1380530631373942790,186.66666666666666
111839,2021-04-13,pagina12,"SPUTNIK V Según un estudio realizado por el Ministerio de Salud de la provincia de Buenos Aires, el Ministerio de Ciencia y Tecnología y el Instituto Leloir, el 94% de las personas que recibieron una dosis de la vacuna rusa desarrollaron anticuerpos. [ https://t.co/ynv3qysSlC]  https://t.co/3R3v43hwr3",22,136,396,https://twitter.com/pagina12/status/1382007234998251521,184.66666666666666
112890,2021-04-11,vtvcanal8,Arriban 900 dosis de la vacuna rusa Sputnik V a Nueva Esparta  #11Abr   https://t.co/mfTil4FBT3  https://t.co/LXHiMwNsox,10,421,110,https://twitter.com/VTVcanal8/status/1381190286546636806,180.33333333333334
115077,2021-04-08,amparorubiales,"Las CCAA han declarado la independencia de España???? Si lo de la vacuna rusa lo hace Cataluña, el PP ya habría pedido q se les aplicara el 155. Que falsos son!!!!",11,110,401,https://twitter.com/AmparoRubiales/status/1380096125257015296,174.0
10781,2021-04-08,gustavo_srcc,Primera dosis de la vacuna china 3% de efectividad.  Es mejor tomar agua del estanque.,27,129,364,https://twitter.com/gustavo_srcc/status/1380145076026945537,173.33333333333334
114098,2021-04-09,francis12333073,"Al final, será la vacuna rusa la que nos pongan... Una vez más Ayuso va por delante.",39,105,374,https://twitter.com/Francis12333073/status/1380430309267812354,172.66666666666666
111348,2021-04-14,rtultimahora,ÚLTIMA HORA  Serbia inicia la producción de la vacuna rusa Sputnik V  https://t.co/6lZmAc7WXG  https://t.co/7ndhLyvibo,2,147,368,https://twitter.com/RTultimahora/status/1382364487861334016,172.33333333333334
114944,2021-04-08,cmgorriaran,"Abajo, el editorial de ayer de @el_pais crucificando a Ayuso por las vacuna rusa. Hoy apoyaban a Alemania por hacer lo mismo, pero han borrado corriendo el tuit. Como el Pravda o el Arriba! franquista. Qué vergüenza, qué total degeneración...  https://t.co/L1pxWjee7N",17,192,291,https://twitter.com/cmgorriaran/status/1380125571930320901,166.66666666666666
6460,2021-04-12,elforjista,#ClarinTerrorismoSanitario  Confundiendo a propósito la vacuna china que se aplica en Chile SINOVAC de menor efectividad con la vacuna que se aplica en la Argentina SINOPHARM  Clarín la mafia que hace lobby por sus socios de Pfizer,9,238,252,https://twitter.com/ElForjista/status/1381744410774360064,166.33333333333334
114775,2021-04-08,dw_espanol,La vacuna rusa gana aceptación en Europa  Alemania presiona desde hace tiempo a la Comisión europea para que negocie la compra colectiva de la vacuna rusa #Sputnik V. Por ahora Berlín ya tiene previstas negociaciones bilaterales con el fabricante ruso. /ft  #DWNoticias  https://t.co/zP3KSSFn3t,13,165,320,https://twitter.com/dw_espanol/status/1380169812442292226,166.0
9035,2021-04-11,pdvn,"Lloran por una mejor comunicación de riesgo. Les dicen que la efectividad de la vacuna china no es tan alta para los contagios, pero sí para evitar muerte y hacen un escándalo. ¿Tontos o malos? Todavía no los sé.",32,81,383,https://twitter.com/pdvn/status/1381312855660756997,165.33333333333334
8763,2021-04-11,carloselizondom,"Chile vive una tercera ola de infecciones después de haber avanzado mucho en la vacunación. Quizás no es muy efectiva la vacuna china que están utilizando. Se ser cierto, sería muy problemático para México,  https://t.co/3yi2y8oJ7i",21,160,312,https://twitter.com/carloselizondom/status/1381384419743776768,164.33333333333334
114023,2021-04-09,fernandomiresol,El hecho de que algunos gobiernos democráticos necesiten de la vacuna rusa no justifica que la mayoría de ellos guarde un silencio cómplice frente al lento y pavoroso asesinato que se está cometiendo en la persona de Navalny.,9,176,307,https://twitter.com/FernandoMiresOl/status/1380474682688819202,164.0
9551,2021-04-10,elcomerciocom,"#ATENCIÓN | El segundo lote, con 700.000 dosis, de la vacuna china Sinovac llega al aeropuerto Mariscal Sucre, en #Quito  Vía: @dpallerismo  https://t.co/gKdHs7GdqQ",70,98,319,https://twitter.com/elcomerciocom/status/1380979992293691397,162.33333333333334
111616,2021-04-13,juancdula,El 15 de noviembre de 2020   Maduro anuncio con bombos y platillos que había comprado 10 millones de dosis de la vacuna rusa. Dónde están esas vacunas?. 5 meses de esa noticia  y siguen muriendo venezolanos.  Mintió Maduro o esas vacunas fueron desviadas a Cuba?. Hay algo oscuro,16,264,205,https://twitter.com/juancdula/status/1382116264626245636,161.66666666666666
7185,2021-04-12,elmundoes,"""La sospechosa vacuna china: los contagios suben en los países que la están inoculando""  ✍ Juan Pablo Cardenal y Alfonso Gañán  https://t.co/wKiKJgmMoc",39,243,202,https://twitter.com/elmundoes/status/1381632416687734784,161.33333333333334
115123,2021-04-08,luisgonzaloseg,"Alsina: “El liderazgo carismático de la señora Ayuso ya traspasa fronteras. Crea escuela en Baviera, en Campania, ¡en Eslovaquia! [por la vacuna rusa]”.  Intento de compra de Díaz Ayuso: 6 de abril.  Compra de Eslovaquia: 1 de marzo.  Igual es al revés.   https://t.co/0ombZkbEBY",39,164,275,https://twitter.com/luisgonzaloseg/status/1380086729508544517,159.33333333333334
8324,2021-04-11,gloria_a19,"Déjenme de asustar,hoy me aplicaron la vacuna China  .. Voy a dejar de leer  y ver una película.  Será lo que tenga que ser",104,33,340,https://twitter.com/gloria_a19/status/1381425750134374400,159.0
