,date,username,tweet,replies_count,retweets_count,likes_count,link,popularity
238173,2021-01-09,darioelque,Es complicado lo de la vacuna rusa porque por un lado tenes a un virologo reconocido internacionalmente por Nature diciéndo que es confiable pero por otro lado tenes a Graziano Pascale diciendo que no es confiable. Realmente entre la espada y la pared.,71,367,2377,https://twitter.com/darioelque/status/1348011910990602249,938.3333333333334
228811,2021-01-15,luchojacobsen,"Me acuerdo de @IvanDuque rechazando el ofrecimiento de la vacuna rusa hace tiempos. Vacuna que hoy aplican Mexico, Argentina, Bolivia y otros más.",52,570,2015,https://twitter.com/LuchoJacobsen/status/1350233969598595080,879.0
67864,2021-01-05,tunykollmann,"Son cracks, el título positivo de un acuerdo por un millón de vacunas chinas lo convierten en negativo: ""Presionado por el rebrote, el gobierno apura un arreglo por la vacuna china"" (Clarín)... genioooos",93,493,2000,https://twitter.com/tunykollmann/status/1346408494631710722,862.0
64452,2021-01-08,jessicavtg,"Aviso a la comunidad que me aprecia: Gracias  Aviso a la comunidad que me desprecia: Soy feliz. Me va bien. Sigo sonriendo. Mueran de envidia jajaja  Atentamente, El ama de casa q fue ""tendencia"" x opinar de la vacuna china.",262,179,1727,https://twitter.com/jessicavtg/status/1347675640821145603,722.6666666666666
228945,2021-01-15,osvaldo_quiroga,"Carrió está desquiciada. Los comentarios que hizo sobre la vacuna rusa no sólo muestran su ignorancia absoluta en el tema; también ponen al descubierto su maldad, su deseo de causar daño, su pobreza de ideas, su mezquindad y su odio irracional.",90,420,1587,https://twitter.com/osvaldo_quiroga/status/1350198334896668674,699.0
236457,2021-01-11,gobiernomx,"El presidente @lopezobrador_ anunció que el Dr. @HLGatell llegará de Argentina con buenas noticias sobre la vacuna rusa Sputnik V y la vacuna de AstraZeneca.   Además, informó que contaremos con 10 mil brigadas para la campaña de vacunación en todo el territorio nacional.  https://t.co/7kYCauoqqx",83,511,1458,https://twitter.com/GobiernoMX/status/1348678200352792576,684.0
246928,2021-01-02,nanothompson,"Este es mi tío Carlos, libreta de enrolamiento número 431912, se dio la vacuna rusa y empezó a tener reacciones adversas. Votaste esto kumpa  https://t.co/DwGuGH0zxp",15,167,1863,https://twitter.com/nanothompson/status/1345412044279996418,681.6666666666666
65945,2021-01-07,jessicavtg,"Si la vacuna China tiene la calidad de los jueguetes chinos, los peruanos estan jodidos. Disculpen el frances pero PTM que indignacion.",1013,187,804,https://twitter.com/jessicavtg/status/1347043049118060545,668.0
246909,2021-01-02,sergiogus1962,@PeqeniaCaja @BoyneVani Yo me di dos dosis de la vacuna rusa y me produjo esto😂😂  https://t.co/4GaFrIPbtj,26,72,1892,https://twitter.com/Sergiogus1962/status/1345415818822250496,663.3333333333334
230664,2021-01-14,alvaro_delgado,Ojo: Twitter restringe temporalmente el acceso a la cuenta de la vacuna rusa Sputnik V  https://t.co/XZb4H4iVn2,98,768,1026,https://twitter.com/alvaro_delgado/status/1349794074530881536,630.6666666666666
231719,2021-01-13,todonoticias,Ricardo Alfonsín pidió que la sociedad “sancione en las urnas” a los opositores que critican la vacuna rusa   https://t.co/ACUMWbvGNt,1405,101,363,https://twitter.com/todonoticias/status/1349520473139380224,623.0
236635,2021-01-11,exagerardez,"El virus no existe, la vacuna rusa es mala porque no cura el virus que no existe y además esta muy mal que den solo una dosis de la vacuna rusa que no cura el virus que no existe",15,266,1562,https://twitter.com/Exagerardez/status/1348664064109654025,614.3333333333334
233316,2021-01-12,andahazi,La vacuna rusa sólo se aplica en Guinea (Africa) y la Argentina (en vías de serlo).,46,417,1364,https://twitter.com/andahazi/status/1349130893231796224,609.0
243882,2021-01-04,fernandomartnpe,El material fílmico fabricado por Eastman Kodak entre los 60s y 70s pierde el color. El material fílmico fabricado por la empresa soviética Orwo en esas mismas fechas conserva el color.  ¿Cómo no me voy a anotar para darme la vacuna rusa?,18,204,1596,https://twitter.com/FernandoMartnPe/status/1346139329689751552,606.0
238570,2021-01-09,delbalmori,México es el único país que para comprar una vacuna rusa va a Argentina. Son brillantes,46,384,1293,https://twitter.com/DelBalmori/status/1347761053401305089,574.3333333333334
232126,2021-01-13,drodriven2,Venezuela ha registrado el uso de emergencia dla vacuna rusa @sputnikvaccine Gracias a la cooperación estratégica entre nuestros países garantizamos la salud y la vida del pueblo venezolano frente al Covid19 y a pesar del bloqueo criminal d EEUU contra nuestro país! Gracias Rusia,25,1220,437,https://twitter.com/drodriven2/status/1349442949051015168,560.6666666666666
68336,2021-01-03,doctor_soto,"Ayer falleció el médico legista de la PFA Gerardo David Glucksmann por reacción adversa al recibir como voluntario la vacuna China. Me avisó mi amigo, su hermano Andrés Glucksmann, a quien conozco desde hace 48 años. Ahora le harán la autopsia.  https://t.co/kxyehFdP4H",106,782,783,https://twitter.com/Doctor_Soto/status/1345745390897913856,557.0
66360,2021-01-06,ernesbustamante,"Vacuna china Sinopharm, es 79% eficaz (data sin publicar). Pfizer 95%, Moderna 94%, Sputnik 91%; las 3 con data publicada.  Pfizer ofrece dosis en $12, pero dice el NY Times que el precio de Sinopharm es $75 por dosis.  Perú debe asegurar precio y calidad.  https://t.co/0mFHc7mC0i",204,542,911,https://twitter.com/ErnesBustamante/status/1346947730183237632,552.3333333333334
230947,2021-01-14,rtultimahora,Twitter restringe el acceso a la cuenta de la vacuna rusa Sputnik V @sputnikvaccine  https://t.co/OgKHceww4u  https://t.co/D9m4xekBjA,88,782,716,https://twitter.com/RTultimahora/status/1349774444252844035,528.6666666666666
232161,2021-01-13,mae_rusia,Celebramos la decisión del @MinSaludVE 🇻🇪 de registrar la vacuna rusa 🇷🇺 @sputnikvaccine contra la #COVID19 bajo un procedimiento de autorización de uso de emergencia.  #RusiaVenezuela #vacunate  https://t.co/2wZLryveGd,6,1091,478,https://twitter.com/mae_rusia/status/1349436621503029257,525.0
246453,2021-01-02,allegrettto,"-La vacuna rusa da alergia. Y la Pfizer la tiene que transportar DHL si no no me la pongo.   -Roberto, te ponés un gramo de merca transportado en el culo de un colombiano ¿qué se te dio ahora por la salubridad?",7,155,1399,https://twitter.com/allegrettto/status/1345482970656862209,520.3333333333334
66257,2021-01-06,luisyntor,"Vacuna China Sinopharm, llegará a Perú. Algo no cuadra: Perú vacunará a 15 millones (medio año) mientras china vacunó a 1 millón. Precio de dosis: Sinopharm US$ 75 y de Pfizer US$ 12. Eficacia: Sinopharm 79% y Pfizer 95%. Perú suspendió pruebas con Sinopharm y hoy las compra.",132,490,912,https://twitter.com/LuisYntor/status/1346966326477258753,511.3333333333333
246738,2021-01-02,rinconet,"ÚLTIMO MOMENTO: Se llama Oscar Leiva, fue uno de los primeros en recibir la vacuna rusa. Al principio sintió cefaleas y mareos, esta mañana asustó a su mujer. ""Desde que se vacunó siento que ya no es el mismo"" contó la mujer, todavía bajo el shock.  https://t.co/Sp6P1MKnW5",37,267,1226,https://twitter.com/rinconet/status/1345440485716979712,510.0
229774,2021-01-15,hanalfabeto,"El Gobierno ya se prepara para la llegada de la segunda dosis de la vacuna rusa.  El Gobierno:  -Che, deciles a los boludos esos que no las dejen al sol.",24,264,1225,https://twitter.com/hanalfabeto/status/1350036197754740738,504.3333333333333
243800,2021-01-04,fedege_,Me avisaron que mañana me dan la vacuna rusa  https://t.co/FfeMfItGIn,9,15,1468,https://twitter.com/fedege_/status/1346155250235944968,497.3333333333333
66908,2021-01-06,alvarosarco,"Como se anticipó, el gobierno traerá la vacuna china, nada menos que 38 millones de dosis de Sinopharm, una vacuna que sólo tiene una eficacia del 79%... Por qué se prefirió esa vacuna habiendo otras de mayor efectividad? En lo personal, no pienso aplicarme esa vacuna #COVIDー19",222,250,1016,https://twitter.com/alvarosarco/status/1346895501539553281,496.0
234596,2021-01-12,elkotur,"NO VENÍAN LAS VACUNAS  vinieron NO VENÍA LA 2° DOSIS viene LA VACUNA ""RUSA"" NO SIRVE Está en el mundo PROVOCABA EFECTOS GRAVES No los provoca QUE NO LLEGAMOS A VACUNAR Estamos vacunando SPUNICK NO TIENE PAPELES Los tiene ANMAT PARA QUIEN JUEGA PROMUERTE Parecen lobistas de Pfizer",82,455,928,https://twitter.com/elkotur/status/1348990709655891969,488.3333333333333
237851,2021-01-10,diegotajer,"En Argentina hay quilombo y grieta por la vacuna rusa y podría traer problemas a corto plazo, pero la gente es bastante pro-vacunas. Si llega la de Pfizer se la ponen todos. En Europa el asunto es atroz. En Alemania la *mitad* de los enfermeros rechazan vacunarse.",44,57,1318,https://twitter.com/diegotajer/status/1348240106189164544,473.0
234569,2021-01-12,goliveros,Te pondrías la vacuna rusa contra el Covid?,606,38,770,https://twitter.com/goliveros/status/1348993109758271488,471.3333333333333
61103,2021-01-16,ernestorr,"Emiratos Árabes y Bahrain entre los primeros en vacunación detrás de Israel con una vacuna china sin aprobación en otros lados, sin datos públicos y sin... [platillos] publicación de Fase 3 en The Lancet! 70 años de beronismo.  https://t.co/pdo6gL4mU3",40,346,1015,https://twitter.com/ernestorr/status/1350590907976986624,467.0
243750,2021-01-04,mippcivzla,#NotiMippCI 📰🗞| Presidente Maduro: La vacuna rusa no está bloqueada contra Venezuela. Lea más ⏩  https://t.co/TEEYwjb0j8 #CuídateDelCovid19  https://t.co/ytm2ns540P,4,1243,149,https://twitter.com/Mippcivzla/status/1346163234517221378,465.3333333333333
243617,2021-01-04,mippcivzla,#NotiMippCI 📰🗞| Presidente Maduro: La vacuna rusa no está bloqueada contra Venezuela. Lea más ⏩  https://t.co/TEEYwjsBaG #CuídateDelCovid19  https://t.co/nAmXWjC6J2,3,1238,153,https://twitter.com/Mippcivzla/status/1346193433338134528,464.6666666666667
228241,2021-01-16,mamba_4f,"Más de 30 personas mueren en Europa tras recibir la vacuna estadounidense Pfizer.,   La vacuna rusa Sputnik V no ha dejado fallecidos. 🤷🏿‍♂️  El sol de Venezuela nace en el Esequibo 🇻🇪",28,619,723,https://twitter.com/Mamba_4F/status/1350470780853891078,456.6666666666667
236467,2021-01-11,mcomadreja,"- Hola, vengo por mi segunda dosis. - ¿Qué segunda dosis? - De la vacuna rusa - ¿Qué vacuna rusa?  #ElPeorGobiernoDeLaHistoria",27,328,973,https://twitter.com/MComadreja/status/1348677721602273280,442.6666666666667
234703,2021-01-12,claudiosavoia,"Han perdido hasta la vergüenza che...  Tras la polémica, Carla Vizzotti salió a aclarar que se aplicarán las dos dosis de la vacuna rusa Sputnik V contra el coronavirus -  https://t.co/I48tACKUxU",166,318,824,https://twitter.com/claudiosavoia/status/1348978628881739779,436.0
61094,2021-01-16,son15letras,Resulta que Pfizer no es el único laboratorio... El Gobierno Ruso puso a disposición de Colombia su vacuna... No había ninguna cláusula que ocultar.  Hay una vacuna China que ya se aplica en Brasil... Sin misteriosos contratos.  Ese negocio con Pfizer es chueco...,43,399,854,https://twitter.com/Son15Letras/status/1350609700363055104,432.0
67254,2021-01-06,maufernandini,Por fin concretaron una compra. Hay  vacuna china. Te encantala.,99,58,1120,https://twitter.com/MauFernandini/status/1346886019224899585,425.6666666666667
234883,2021-01-12,winston_dunhill,"Descartado el plan Vizotti para la vacuna rusa, hay posibilidades @alferdez, de aplicar solo media dosis de este puto gobierno y terminarlo a fin de año? Ah, nuy bueno eso que Vizotti después de dos viajes a Rusia, no sabía que supuestamente la vacuna es efectiva con dos dosis.",45,305,920,https://twitter.com/Winston_Dunhill/status/1348961109781442561,423.3333333333333
242266,2021-01-05,eldestapeweb,"Natalia Oreiro, contundente: ""Me daría la vacuna rusa sin dudarlo""  https://t.co/bjmC0lDr7v",22,216,1031,https://twitter.com/eldestapeweb/status/1346584762765475843,423.0
67031,2021-01-06,elmorsa,"- Me da la vacuna china, porfa? - A ver su tuiter. No, usted dijo que nada con Mao. Por favor, salga de la fila - Pero y mi vacuna? - Que se salga por favor señor",39,156,1066,https://twitter.com/elmorsa/status/1346891174511075329,420.3333333333333
231656,2021-01-13,yyeguo,-Qué creen que hay adentro de la heladera Peabody  -la vacuna rusa que trajo Natalia Oreiro,3,102,1151,https://twitter.com/yyeguo/status/1349533875987488769,418.6666666666667
244827,2021-01-03,edufeiok,Sputnik V: el duro artículo de The Economist sobre el uso de la vacuna rusa en la Argentina  https://t.co/VrxKtPRkpF,104,331,797,https://twitter.com/edufeiok/status/1345842384337301505,410.6666666666667
66585,2021-01-06,pattyjannet1,"!Buenas noticias para comenzar el año! se cierran las negociaciones de las vacunas SINOPHARM y AZ.  Primer millón de dosis de la vacuna china en ENERO. Esta es la vacuna que se ha estudiado en el Perú, es segura, efectiva y su cadena de frio es como las otras vacunas que tenemos!",40,199,955,https://twitter.com/Pattyjannet1/status/1346914339194884097,398.0
66174,2021-01-06,manarellidiego,LA VACUNA CHINA SINOPHARM CUESTA 75 DÓLARES Y TIENE 79% DE EFICACIA Y LA DE PFIZER 12  DÓLARES Y 95% DE EFICACIA..QUE TAL NEGOCIADO DEL GOBIERNO MORADO DE FRANCISCO SAGASTI @partidomorado Y PONIENDO EN RIESGO LA SALUD DE PUEBLO..,117,327,738,https://twitter.com/manarellidiego/status/1346978834567094275,394.0
247422,2021-01-02,jbcperu,"Suspenden la vacunación del personal asistencial en Buenos Aires, utilizando la vacuna rusa, por reacciones adversas (fiebre, diarrea, etc.) en 30% de los vacunados.",85,333,747,https://twitter.com/JBCPERU/status/1345328369827799041,388.3333333333333
245884,2021-01-03,mavica7,"Sputnik V: el duro artículo de The Economist sobre el uso de la vacuna rusa en la Argentina con duras críticas a a Alberto Fernández, donde señala que el mandatario ""rompió su promesa de ser el primero en vacunarse"".  https://t.co/jijU8fj441",37,478,632,https://twitter.com/mavica7/status/1345571682673696769,382.3333333333333
242728,2021-01-05,mechivalle,"-La vacuna rusa te inserta un chip que te vuelve sordo, hincha de Chacarita y jugador de LoL -Nooo garrón, debe ser 100% cierto, arrobanombreymilnumeros  -En las cárceles no les dan toallitas a las minas y cuando piden, las maltratan -PONÉ FUENTES, PARECE CHISME, NI UNA FUENTE",6,132,1009,https://twitter.com/MechiValle/status/1346482248057577473,382.3333333333333
65414,2021-01-07,tromepe,Jessica Tapia enciende la polémica: “La vacuna china NO me inspira confianza”   https://t.co/NaiM9mhXQv,219,101,801,https://twitter.com/tromepe/status/1347285127722921984,373.6666666666667
63651,2021-01-10,agildemeisterrh,"Ningún medio de comunicación en el Perú, salvo @reyconbarba en Willax, dice la verdad sobre la porquería de ""vacuna"" china que el Perú está comprando, sin garantía de ninguna clases, con dosis distanciadas, precios caros y baja eficiencia. ¡Qué ""comisiones"" se estarán ocultando!",64,263,780,https://twitter.com/agildemeisterrh/status/1348452828818370566,369.0
232439,2021-01-13,gracielafeijoo2,Así que @Pontifex_es se vacuno con la vacuna de pfizer? Porque no utilizó la vacuna rusa?,151,227,724,https://twitter.com/GracielaFeijoo2/status/1349389097840869380,367.3333333333333
66083,2021-01-06,canaln_,"Germán Málaga: ""Con dosis de Sinopharm y otras contra la COVID-19 se alcanzaría inmunidad de rebaño por vacuna"". El investigador principal de la Universidad Peruana Cayetano Heredia aseguró que la vacuna china es bastante segura ►  https://t.co/b35o9LVKJa  https://t.co/qeF7XWvp9p",46,191,859,https://twitter.com/canalN_/status/1347000033137352704,365.3333333333333
238157,2021-01-09,lizbonacohen,"Ahora que Moratorio dijo que tiene una particular confianza en la vacuna Sputnik, vayan a decirle a uno de los científicos más destacados del mundo, que lo que dice es cualquiera y que ustedes twitteros, saben más de la vacuna rusa y él está equivocado. Los queremos leer con pop.",39,152,904,https://twitter.com/LizbonaCohen/status/1348017431160250371,365.0
65331,2021-01-07,expresoperu,"Jessica Tapia cuestionó vacuna china: “Si tiene la calidad de sus juguetes, los peruanos están j…”  https://t.co/f4nCgbbIlK",122,169,765,https://twitter.com/ExpresoPeru/status/1347308817361608704,352.0
234303,2021-01-12,vivaroca2015,"Ahora Vizzoti dice que van a dar las dos dosis de la vacuna rusa, pero no lo demos por seguro porque probablemente mañana resuelvan lo contrario. O incluso nos aconsejen no vacunarnos. O sugieran que con una aspirina o un té caliente alcanza. En fin, algo van a inventar.",21,240,792,https://twitter.com/vivaroca2015/status/1349013968019451912,351.0
65259,2021-01-07,contracultural,"La vacuna china: “Si los peruanos tienen la calidad de Jessica Tapia, por las huevas se vacunan. Están jodidos. Tomen lejía de pico y extínganse. Disculpen el chino pero qué 愤慨”.",30,97,916,https://twitter.com/contracultural/status/1347326153506369537,347.6666666666667
237560,2021-01-10,zorrillopablo,VOS QUERÉS SABER LA COMPOSICIÓN DE LA VACUNA RUSA? YO QUIERO SABER LA COMPOSICIÓN DE LA DEUDA EXTERNA. COMO HACEMOS ? 🤔🤔🤔,21,260,754,https://twitter.com/ZorrilloPablo/status/1348378317448237057,345.0
62824,2021-01-12,frospigliosi,"ISRAEL PAGA 23 DÓLARES POR VACUNA PFIZER Y MODERNA PARA QUE SE LAS ENTREGUEN RÁPIDO Y CANTIDAD [El Perú pagará 75 dólares por cada vacuna china, menos eficaz y entregadas tardíamente]  https://t.co/dCSi5hijBG",117,277,632,https://twitter.com/Frospigliosi/status/1349124129916669956,342.0
68241,2021-01-03,adamsmithfree,"👉 La tal ""vacuna"" china (en Venezuela, Cuba, Argentina) me recuerda la frase de que ""el comunismo te corta las piernas y después te obliga a agradecerte porque te 'regala' las muletas"". El PCCh envenenó al mundo, ha asesinado a 1'800.000 personas, ¿y ahora toca ""agredecerles""?!!  https://t.co/j7U1cmndNa",18,469,532,https://twitter.com/AdamSmithFree/status/1345844224239890432,339.6666666666667
229371,2021-01-15,rinconet,"Argentina lidera la región en cuanto a dosis aplicadas. Tiene un acuerdo con AstraZeneca, negocia con Pfizer y está a punto de acordar con Sinopharm, pero la vacuna rusa tendría el monopolio. Lo que el kirchnerismo ha hecho con nuestras viejas glorias es impiadoso.  https://t.co/1Sq4bmCo1i",59,196,760,https://twitter.com/rinconet/status/1350101587490955266,338.3333333333333
243435,2021-01-04,mippcivzla,#NotiMippCI 📰🗞| Presidente Maduro: La vacuna rusa no está bloqueada contra Venezuela. Lea más ⏩  https://t.co/TEEYwjsBaG #CuídateDelCovid19  https://t.co/9rZNAk7RjE,3,863,122,https://twitter.com/Mippcivzla/status/1346234956981276672,329.3333333333333
241359,2021-01-06,juankilezcano,"Clan Ferreira ahora está pidiendo permiso para importar la vacuna rusa contra el Covid. Dinavisa confirma que la que está pidiendo los permisos es la firma Survycon SA, representada por Gerardo Alvarenga Bonzi.  El dueño de esa empresa es Justo Ferreira, el de los insumos chinos",38,409,520,https://twitter.com/juankilezcano/status/1346884907944046594,322.3333333333333
236747,2021-01-11,julioargroca21,Acabo de informarme  No se han fabricado aún las 2 das dosis en Rusia Compraron igual sin importales nada Esto va ser un escándalo impresionante Se vienen millones de juicios al estado Y si te pusiste la vacuna rusa no podés mezclar otra vacuna Ojo!!!!,27,358,574,https://twitter.com/JulioArgRoca21/status/1348651572444729345,319.6666666666667
245125,2021-01-03,lanzadardos_,"La vacuna Rusa, Sputnik V, causa eventos adversos posteriores a la aplicación, nada que venga del comunismo es bueno, miren a mi esposa llego de Argentina con estos moretones en el cuello.  https://t.co/TFj8HwdLbJ",612,59,282,https://twitter.com/Lanzadardos_/status/1345785858834759681,317.6666666666667
246700,2021-01-02,marcelopascu,Me puse la vacuna rusa y quede asi  https://t.co/NzPGVBdybc,66,64,821,https://twitter.com/MarceloPascu/status/1345444448923078656,317.0
246193,2021-01-02,profeeduardook,"SE TENÍA Q DECIR El Dr. Dubin les cantó las 40: ""...lamentablemente, acá se está utilizando un problema prioritario de salud para una sucia disputa política..., los mismos q boicotearon la cuarentena son los q ahora están encabezando esta situación en contra de la vacuna rusa"" 👏  https://t.co/Kd2z8ANPnc",19,337,587,https://twitter.com/ProfeEduardoOk/status/1345517364885020678,314.3333333333333
247133,2021-01-02,nagel69267436,"En Zapala murió una Cabo Primero Enfermera hoy (21 hs ) , la vacunaron ayer por ser personal esencial. Hoy amaneció con los sintomas que se mencionan y fallecio de un infarto. No se si sera CASUALIDAD  o CAUSALIDAD de la vacuna Rusa !!! Las evaluaciones medicas luego lo dirán!",70,382,483,https://twitter.com/Nagel69267436/status/1345384621962366976,311.6666666666667
230627,2021-01-14,homoexnovo,Está claro que la Sputnik les preocupa. #MudanzaDigital.   Twitter restringe temporalmente el acceso a la cuenta de la vacuna rusa Sputnik V  https://t.co/OlYDbOlrIY,23,367,535,https://twitter.com/HomoExNovo/status/1349798261024931841,308.3333333333333
233381,2021-01-12,sinlinea_mx,Si Cofepris aprueba ensayos de vacuna rusa...🤞 👉Gobierno de AMLO traería a México 24 millones de dosis de  Sputnik V 🥳   https://t.co/JXz47ORGNM,17,248,640,https://twitter.com/SinLinea_Mx/status/1349121479229796355,301.6666666666667
246922,2021-01-02,silcasteja,"Soy Silvina, DNI 5.556.668.774.321 el miércoles me puse la vacuna rusa y estoy sintiéndome endurecida, hay cambios en mi piel, alejenme los perros por fis  https://t.co/FZU9B1gEWd",59,109,731,https://twitter.com/silcasteja/status/1345413656855638016,299.6666666666667
246195,2021-01-02,tribunacomar,Ginés salió a aclarar dudas sobre la vacuna rusa y Sandra Pitta lo refutó con un dato inquietante   https://t.co/1IsvL1ryec - 02-01-2021 20:48  https://t.co/C0snV9UuHZ,20,372,507,https://twitter.com/TRIBUNAcomar/status/1345517237709533186,299.6666666666667
